desagradar desaguar
colega colega
coexistente coexistente
coincidencia coincidência
colaborar colaborar
colchón colchão
coleccionar colecionar
colección coleção
coleccionador colecionador
colcha sobrecarga
colchete cordero
colapso colapso
coito coito
cola cauda
colaboración colaboração
cojear coxear
coiote coyuntura
coisa cosaco
coincidir coincidir
coherente coerente
cohete oguete
cohibir coibir
coice cráneo
cohesión coesão
cognición cognição
cognoscible cognoscível
cogote uca
cognitivo cognitivo
cofre cofre
coger agarrar
coexistir coexistir
cocotero coqueiro
coercitivo coercitivo
coetáneo coetâneo
coexistencia coexistência
coerción coerção
codiciar cobiçar
codo cotovelo
codorniz codorna
codicioso cobiçoso
codicia cobiça
codiciable cobiçado
codazo cotovelada
cocinero cozinheiro
cocodrilo crocodilo
cocotal coqueiral
coco coco
cocido cozido
cocina cozinha
cocinar cozinhar
cociente quociente
cocer cozer
coche carro
cocear scoicear
cardíaco cardinal
cerámica cerâmica
cicuta cicuta
ciática ciática
clásico clássico
coagulante coagulante
cobarde covarde
cobre cobre
cocainómano cocainômano
cocaína cocaína
coca coca
cobaya cobaia
cobrar cobrar
cobardía covardia
coalhar cuajo
coalición coalizão
cobalto cobalto
coalho cualidad
coalhada cuajar
coagular coagular
clítoris clitóris
coadyuvante coadjuvante
coagulación coagulação
coacción coação
clínica clínica
clínico clínico
clérigo clérigo
clímax clímax
cláusula cláusula
clasificación classificação
clemencia clemência
climatización climatização
cloro cloro
cloroformo clorofórmio
club clube
clorofila clorofila
climático climático
cloaca cloaca
climatizado climatizado
clero clero
cliente cliente
clima clima
cliché clichê
cleptómano cleptômano
clerical clerical
cleptomanía cleptomania
clave clave
clavicular clavicular
clavícula clavícula
clavel cravo
claustro claustro
clausura clausura
clavar cravar
claustrofobia claustrofobia
clasificar classificar
clasista classista
clasificado classificado
clarificar clarificar
clarín clarim
clasicista classicista
clase classe
clarividencia clarividência
clarividente clarividente
claro claro
clarinetista clarinetista
clarinete clarinete
clandestino clandestino
claridad claridade
clarificación clarificação
clarar sclarecer
clarear clarear
claraboya clarabóia
clan clã
clandestinidad clandestinidade
clamor clamor
clamoroso clamoroso
clamar clamar
circuncisión circuncisão
ciruelo ameixeira
ciudad cidade
civil civil
civilizado civilizado
civilizar civilizar
civilidad civilidade
ciudadanía cidadania
ciudadela cidadela
ciudadano cidadão
cisterna cisterna
citación citação
citar citar
cita ncontro
cirujano cirurgião
cisne cisne
cirúrgico quiste
cirugía cirurgia
circunstancial circunstancial
cirrosis cirrose
ciruela ameixa
cirio círio
circunnavegación circunavegação
circunscribir circunscrever
circunstancia circunstância
circunnavegar circunavegar
circundar circundar
circunferencia circunferência
circunciso circuncidado
cine cinema
ciprés cipreste
circo circo
circulación circulação
circular circular
circuito circuito
circense circense
cintura cintura
cinturón cinturão
cinza gritar
cinema cinema
cinta cinta
cineasta cineasta
cigarra cigarra
cimitarra cimitarra
cinco cinco
cincuenta cinqüenta
cincel cinzel
cilindro cilindro
cimentar cimentar
cimiento cimento
cima cimo
cigarro charuto
cigüeña cegonha
cigarrillo cigarro
cierto certo
cifra cifra
cifrar cifrar
cigano glacial
ciervo cervo
ciencia ciência
científico científico
cierre echamento
ciento cento
cielo céu
cien cem
ciego cego
chicle chiclete
chorrear jorrar
chófer chofer
ciclismo ciclismo
ciclo ciclo
ciclón ciclone
ciclista ciclista
cicatrización cicatrização
cicatrizar cicatrizar
cicerone cicerone
cicatrizante cicatrizante
cicatriz cicatriz
cibernética cibernética
choza palhoça
chuva lluvioso
chá tea
chácara cortina
chuvoso loa
chucheria inharia
chumbo pluma
chubasco aguaceiro
chorão lloroso
chover lluvia
chorro jorro
chivo bode
chocolate chocolate
chorizo chouriço
choro llorón
choroso llover
choque choque
chorar lloro
chopo choupo
chocar chocar
chocho caduco
chocante chocante
chimpancé chimpanzé
chiste piada
chistoso ngraçado
chino chinês
chispear chispar
chinchilla chinchila
chileno chileno
chimenea chaminé
chiflado aluco
chiflar assobiar
chico pequeno
chanza chacota
charco charco
cheirar olfato
chepa corcova
cheque cheque
cheiro oloroso
cheiroso olvidar
chaval enino
chefe jengibre
cheio reloj
chefatura jefe
chatarra ucata
charlatán charlatão
chaparrón agaceiro
chaqueta jaqueta
chapado chapado
chapar chapear
chapa chapa
chal xale
chancelaria canción
chantajear chantagear
chantajista chantagista
chanclo galocha
chantaje chantagem
chanceler cancillería
champiñón cogumelo
champán champanha
champú xampu
chama llamado
chamamento llamar
chamar llamarada
chamado llamamiento
chaleco jaleco
chalet chalé
chalado apalermado
cetáceo cetáceo
ceñir cingir
chacal chacal
chagar llama
ceñidor cingidor
cesión cessão
cesto cesto
cetro cetro
cesta cesta
cesación cessação
cerámico cerâmico
cenicero cinzeiro
centésimo centésimo
cerezo cerejeira
cerrojo errolho
certidumbre certeza
certitud certeza
cerveza cerveja
cervical cervical
certificar certificar
certero certeiro
certeza certeza
certamen certame
cerradura echadura
cerrajero erralheiro
cerrar echar
cerraja errolho
cero zero
cerrado chado
cerilla ósforo
cereal cereal
ceremonia cerimônia
ceremonioso cerimonioso
cereza cereja
ceremonial cerimonial
cerebral cerebral
cerebro cérebro
cerebelo cerebelo
cera cera
cercanía proximidade
cerda cerda
cerdo porco
cercar cercar
cerca perto
cercano próximo
ceramista ceramista
cepa cepa
cepo cepo
cepillo scova
centímetro centímetro
centígramo centigrama
centrifugación centrifugação
centrífugo centrífugo
centuplicar centuplicar
centuplo cêntuplo
centurión centurião
centrípeto centrípeto
centrifugar centrifugar
centro centro
centenario centenário
centinela entinela
centralizar centralizar
centrar centrar
central central
centesimal centesimal
centilitro centilitro
centeno centeio
censurar censurar
centella centelha
centavo centavo
censor censor
censurable censurável
censura censura
censo censo
ceniza cinza
catarro catarro
caída queda
celo zelo
cena ceia
cencerro chocalho
cenar jantar
celuloide celulóide
cementerio cemitério
cemento cimento
celulosa celulose
celta celta
celular celular
celofán celofane
ceja obrancelha
celebridad celebridade
celeridad celeridade
celestial celestial
celibato celibato
celeste celeste
celebérrimo celebérrimo
celeiro granito
celebración celebração
celebrar celebrar
celador zelador
celda cela
celada cilada
cedro cedro
cegar cegar
ceguera cegueira
ceifa segadera
cefalea cefaléia
cebú zebu
ceceo ceceio
ceder ceder
cecear cecear
cebada cevada
cebra zebra
caótico capa
causa causa
cautivar cativar
caveira calcáreo
caza caça
cazar caçar
cazuela caçarola
cazador caçador
caviar caviar
cavidad cavidade
caverna caverna
cautivo cativo
cavar cavar
cautiverio cativeiro
cautela cautela
cauteloso cauteloso
cauterización cauterização
cautelar cautelar
causal causal
causar causar
causador causador
catequizar catequizar
catálogo catálogo
caucho borracha
caudaloso caudaloso
caudillo caudilho
caución caução
católico católico
caucasiano caucasiano
catástrofe catástrofe
cateto cateto
catolicismo catolicismo
catorce catorze
caterva caterva
catedrático catedrático
catequista catequista
catequización catequização
categórico categórico
catequesis catequese
categoría categoria
catecúmeno catecúmeno
catedral catedral
catastrófico catastrófico
catecismo catecismo
catarsis catarse
caseína casi
castor castor
cataclismo cataclismo
catapulta catapulta
catarral catarral
catarata catarata
catalogar catalogar
catalogación catalogação
castrense castrense
casulo cara
casuístico casuístico
casual casual
castrar castrar
castración castração
castidad castidade
castillo castelo
casto casto
castizo castiço
castigo castigo
castigar castigar
cassino caso
castañuela castanhola
castanha castaño
caso caspa
caspa castaña
carregamento cargar
caráter característica
casamento casar
cascata cascar
cascavel cascada
casar cascabel
casca caseína
carótida carpintería
casado casamiento
casa casado
carícia caridad
carência carga
cartaz cartografia
cartão cartucho
carvalho robledo
carvão carbonato
cartógrafo cartomancia
cartomancia cartón
cartucho casa
cartografia cartógrafo
carruagem carta
carta cartel
carregar carguero
carrossel típico
carinhoso carisma
caro carótida
carpinteiro carpo
carpo carretera
carrapato garza
carpintaria carpintero
carnal carnaval
carne carnicería
carnívoro caro
carnaval carne
caritativo carmesí
carmesim carnal
carisma caritativo
caridade caries
carinho cariñoso
cargueiro caricatura
caricatura caricia
carga cargamento
brânquia branquial
calma calmante
canceroso canciller
capitão capitanear
caranguejo cangrena
carbônico carbonífero
cardar cardenal
cardiologista cardiopatia
cardiovascular cardo
cardo carencia
cardiopatia cardiovascular
cardiograma cardiologia
cardiologia cardiólogo
cardeal cardíaco
carcereiro carcinoma
carcinoma cardar
carcaça cárcel
carbonato carbónico
carbonífero carbono
carburador carburar
carburar carcajada
carbono carburador
caravela carabina
caravana carbón
capuz capullo
caracol carácter
característica característico
característico caracterizar
caracterizar caravana
carabina carabinero
carabineiro caracol
cara carabela
caqui kermes
caprichoso cápsula
capturar capucha
capricho caprichoso
capitólio capitulación
canário canasta
capaz capcioso
capitalismo capitalista
capitalizar capitán
capitanear capitolio
capitulação capricho
capitalista capitalizar
capelão capilar
capital capital
capilar capilla
capcioso capellán
capela capital
capa capacidad
capacitar capaz
capacidade capacitar
caos caótico
canção cancionero
canoa cansado
cantar cántaro
cantina canto
canto caos
cantoneira rinoceronte
cantata cántico
cansar cantar
cansaço cansar
cansado cansancio
canela cañería
canino canjear
cano canoa
canibal canibalismo
canibalismo canino
canguru caníbal
candidatura candidez
candidez cándido
cancioneiro candado
candelabro candidatura
cancerígeno canceroso
camisa camiseta
canadense canal
canalização canalizar
cancelamento cancelar
cancelar cáncer
canavial cancelación
canastra cañaveral
canal canalización
canalizar cáñamo
camponês campestre
camélia camello
cana canadiense
camuflar caña
camurça gana
campeão campeonato
campo camuflar
campina campo
campeonato campesino
campestre campiña
camiseta campamento
camomila manzano
camaleão camarada
cambiante cambio
caminho camisa
camelo camino
camarilha camarón
camarão cambiante
camarada camarera
calvário calvicie
calígrafo calipso
cama camada
camada camaleón
calúnia calumniar
calçar calzón
calção calzoncillos
calvície calvo
caluniar calvario
calvo calzar
calor calumnia
calmante calmar
cachecol bufar
calabozo calabouço
caleidoscópio calendario
californiano caligrafia
calipso cáliz
caligrafia calígrafo
califa califato
califato calificación
calendário calentamiento
calcificação calcificar
calcário calcetín
caldeira caleidoscopio
calcular cálculo
calamitoso calamitoso
calcanhar talud
calcificar calcio
calar calavera
calambre cãibra
calamidad calamidade
calamar calamar
cadáver cadáver
cajero tesoureiro
cal cal
calabaza abóbora
cajón caixão
café café
caimán jacaré
caja caixa
cagar cagar
caer cair
cafetería cafeteria
cacto cacto
cadena cadeia
cadente cadente
caderno cuadrado
cadencia cadência
cadavérico cadavérico
cadeado candela
cacique cacique
cachiporra clava
bárbaro bárbaro
caballería cavalaria
cabezudo cabeçudo
cabrío caprino
cacarear cacarejar
cacetada portada
cachalote cachalote
cacería caçada
cacahuete amendoim
cacao cacau
caca caca
cabo cabo
cabra cabra
cabrito cabrito
cabotaje cabotagem
cabizbajo cabisbaixo
cable cabo
cabida cabimento
caber caber
cabeza cabeça
cabezada cabeçada
cabestro cabresto
cabecera cabeceira
cabello cabelo
cabelludo cabeludo
cabellera cabeleira
cabana cabana
cabecear cabecear
caballo cavalo
bólido boliviano
cabalgar cavalgar
caballerizo cavalariço
caballero cavaleiro
caballeriza cavalariça
bússola bruma
cabalgada cavalgada
cabalgadura cavalgadura
cabal cabal
bônus boquete
búfalo bufanda
bórax borbotón
bênção bendidura
bípede bipolar
bócio boda
bóia bozal
bíceps bicho
bígamo bigote
bíblico bibliofilia
bélico beligerante
bêbado berenjena
básico básico
bávaro bávaro
báscula báscula
bulício bullir
buzina bocinar
báculo báculo
bálsamo bálsamo
buzinar bocio
buçal bracear
burrada burrada
busto busto
butaca poltrona
butifarra lingüiça
burro burro
buscar buscar
burrico borrón
burocrático burocrático
burra burra
burguês burócrata
bulbo bulevar
bulha bullicio
bulir bulto
bulevar bulla
budismo budista
bufar bufón
bufão buitre
budista bueno
bucal bucólico
bucólico budismo
brônquio bronquitis
bosquejo bocina
briga bregar
brotar brote
bruxa brujería
bruxaria brujo
bruxo brújula
bruma brusco
brutal bruto
bruto bucal
brusco brutal
broto bruja
britânico broca
bronzeador broncear
bronzear bronquio
bronquite brotar
bronze bronceador
broca broma
brilho brindis
brinde brío
brio brisa
brisa británico
brinquedo juguetear
brincalhão juicio
brincar juguetón
brincadeira bromear
brilhantina brillar
brilhar brillo
brilhante brillantina
brigar breña
brasão blindaje
braço brea
breve brevedad
brevidade breviario
breviário brillante
brenha breve
breu brear
brecha brega
bravura braza
braçada brazalete
braça brazada
bravo bravura
bravio bravo
boêmio boicot
branco blancura
branquial brasero
braseiro brasileño
brasileiro bravío
brandir blando
branquear blasfemar
brancura blandir
braille bramar
bramar bramido
bramido branquia
bracelete brazo
braguilha braille
bracejar bragueta
botânica botánico
bovídeo bovino
boxeador boxear
boxear boya
boxe boxeador
botão botonadura
bovino box
botânico bote
bote botella
botica botija
botija botón
bota botánica
bosta bono
biênio bifocal
bolsista becerrada
borbotão bordado
boreal borla
borrasca borrego
borrão bosque
bosque bostezar
borrego borrico
borla borrar
bordear bordo
bordo boreal
bordel burgués
bordado bordar
bordar borde
borda bordear
bonachão bonanza
bonificação boñiga
boquiaberto boquilla
boquilha bórax
boquete boquiabierto
bondade bondadoso
bondoso bonificación
bonança bondad
bombardear bombear
bombeiro bombón
bombom bonachón
bombear bombero
bolso bolso
bom bueno)
bobo boca
boicote boicotear
boliche bólido
bolota benceno
bolsa bolsillo
boliviano bolsa
bola boleta
boletim boleto
bolha burdel
boina bola
bofetada bofetón
boi búfalo
boicotar boina
bofetão bohemio
boda bodega
bodegueiro bofetada
boca bocadillo
bocejar bota
blindar bloque
blusão boa
bobice bobalicón
bobina bobo
bobalhão bobina
bloquear blusa
blusa blusón
bloco bloquear
blasfemar blasfemia
blasfêmia blasfemo
blindagem blindar
blasfemo blasón
biólogo biombo
biópsia bípedo
biógrafo biología
bimotor bingo
biquíni bilabial
bisonte bistec
bissexto bismuto
bisturi bisuteria
bispado obispo
bispo óbito
bisavô bisiesto
bismuto bisnieto
bisneto blanco
biscoito biznieto
bis bisabuelo
biologia biológico
biombo biopsia
bipolar bis
biológico biólogo
binômio biografía
biografia biógrafo
bingo binomio
bigamia bígamo
biliar bilingüe
bilíngüe bilingüismo
bimestral bimestre
bimestre bimotor
bimensal bimestral
bilingüismo bilioso
bilioso bilis
bilabial bilateral
bile billar
bilhete boletín
bilheteria tara
bilhar bimensual
bilateral biliar
bigode bikini
bijuteria bizco
bienal bienaventurado
biforme bifurcación
bifurcação bigamia
bifocal biforme
bife bisturí
bicúspide biela
biela bien
bicôncavo biconvexo
anillo anel
atitude activar
bala bala
barítono barítono
benevolente benévolo
bezerro bedel
bicarbonato bicéfalo
bicho bicicleta
bicolor bicóncavo
biconvexo bicúspide
bicicleta bicolor
bicentenário bíceps
bibliófilo bibliografia
bicameral bicarbonato
bibliógrafo biblioteca
bibliografia bibliografíco
bibliográfico bibliógrafo
biblioteca bicameral
bibliofilia bibliófilo
bergantim berilo
berrar berro
bestial bestialidad
besugo betún
betume biberón
bestialidade besucar
besta bestial
berinjela bergantín
berlinda bermejo
berilo berlina
benzeno bencina
benéfico benemérito
benévolo benigno
benzina bendecir
benigno benjamín
benjamim benzina
benevolência benevolente
bañador banheiro
beldade belén
bendizer bendición
benemérito beneplácito
beneplácito benevolencia
beneficiar beneficio
benefício benéfico
beneditino beneficiar
beligerante bellaco
bemaventurado bienaventuranza
bemaventurança bienestar
bendito benedictino
bem bienal
bem-star bienio
belo bellota
belga bélico
beleza bello
beber beber
beduíno begonia
beijar beso
beijo bestia
beijocar besugo
begônia beldad
beca becario
bedel beduino
bebida bebida
beberagem brecha
baúl baú
bebe bebê
beata beata
baño banho
bañar banhar
basura lixo
batelero beteleiro
bautizar batizar
bazar bazar
bazo baço
bazofia bazófia
bayeta baeta
bayoneta baioneta
bautizo batismo
batracio batráquio
bautismal batismal
bautista batista
batuta batuta
batir bater
batiscafo batiscafo
batería bateria
batalla batalha
batallón batalhão
batel batel
batallador batalhador
basáltico basáltico
basílica basílica
basurero lixeiro
bastidor bastidor
basto grosseiro
bastón bengala
bastonazo bengalada
bastión bastão
bastimento abastecimento
basta alinhavo
bastardar abastardar
bastardo bastardo
bastardilla bastardilha
bastar bastar
bastante bastante
bascular oscilar
basilisco basilisco
base base
barón barão
basar basear
barómetro barômetro
barbeado afeitar
barrar barrar
barroco barroco
barruntar desconfiar
barrunto uspeita
barullo barulho
barrote barrote
barrica barrica
barrizal lodaçal
barro barro
barrigudo barrigudo
barrio bairro
barriga barriga
barrera barreira
barretina barretina
barrendero arredor
barrer arrer
barrena erruma
baronesa baronesa
barracuda barracuda
barranco barranco
barra barra
barraca barraca
barquillo barquilho
barco barco
barniz erniz
barnizado nvernizado
barloar abalroar
barlovento barlavento
barda barda
barca barca
barcaza barcaça
barbero barbeiro
barbería barbearia
barbear afeminado
balín balim
bandolera bandoleira
bar bar
baratija bagatela
barba barba
barbarie barbárie
barbarismo barbarismo
barbaridad barbaridade
barato barato
baraja baralho
baranda corrimão
barahúnda barafunda
banqueta banqueta
banquillo banquinho
baptisterio batistério
banquete banquete
banjo banjo
banquero banqueiro
bandolero bandoleiro
banheiro retribución
banda banda
banderilla bandarilha
bandido bandido
bando bando
banderillear bandarilhar
bandeja bandeja
bandera bandeira
bandazo olavanco
bambú bambu
bananal bananal
bancarrota bancarrota
banco banco
bananero bananeiro
banalidad banalidade
banana banana
banal banal
bambolear bambolear
bamboleo bamboleio
balón bola
balística balística
balear balear
ballesta balestra
baloncesto basquete
balonvolea ôlei
balsámico balsâmico
baluarte baluarte
balsa balsa
balonmano handebol
ballet balé
balneario balneário
ballestero besteiro
balizamiento balizamento
ballena baleia
balizar balizar
baliza baliza
balido balido
balaustre balaústre
baldonar injuriar
baldragas olengão
baldío baldio
baldosa ladrilho
balcón aranda
baldear baldear
baldeo baldeação
balde balde
balbuceo balbuciamento
balcánico balcânico
balbucear balbuciar
balanceo balanço
balanza balança
balar balir
balancín balancim
baladronear anfarronear
balance balanço
balancear balançar
baladí útil
baladro berro
baladronada bravata
balada balada
avaluación avaliação
avispero espeiro
azufre nxofre
bacará bacará
bagaje bagagem
bajel baixel
bajo baixo
bajío baixio
bajeza baixeza
baile baile
bajada baixada
bajar baixar
baja baixa
bahía baía
bailarín bailarino
bagatela bagatela
bacía bacia
badajo badalo
badén ulco
bacín bacio
bacteriano bacteriano
bactericida bactericida
bacteriología bacteriologia
bacteria bactéria
bacilo bacilo
añadir acrescentar
baba baba
babosear babar
bacalao bacalhau
bacanal bacanal
baboso baboso
babor bombordo
babosa lesma
babear babar
año ano
aún ainda
aúde saludable
añejo antigo
azófar latão
açougue carnicero
açã manzanilla
aéreo aeróbico
açougueiro carnívoro
azúcar açúcar
açanha he
azulejar azulejar
azulejo azulejo
azão sazonado
azulado azulado
azular azular
azul azul
azada nxada.
azogar azougar
azteca asteca
azucena açucena
azud azuela
azucarar açucarar
azucarero açucareiro
azucarado açucarado
azotar açoitar
azote açoite
azonado sazonar
azor açor
azogue azougue
azar azar
azer hacia
azogamiento azougamento
azaroso azarento
azeitona olivar
azafata aeromoça
azafrán açafrão
azadón nxadão
axioma axioma
ayo aio
ayunar jejuar
ayuntar ajuntar
azabache azeviche
ayuno jejum
ayudante ajudante
ayudar ajudar
ayuda ajuda
axis áxis
ayer ontem
axofone sazón
axiomático axiomático
avícola avícola
axial axial
axila axila
avío aviamento
avistar avistar
avión avião
avocar avocar
avivar avivar
avispón espão
averiguar averiguar
avillanado avilanado
avisado avisado
aviso aviso
avispa espa
avisar avisar
avillanar avilanar
avio burbuja
aviador aviador
avidez avidez
avieso avesso
avicultura avicultura
aviar aviar
avería avaria
avezar acostumar
aviación aviação
avestruz avestruz
aversario ersário
aversión aversão
avenir ir
aventurar aventurar
avergonzar nvergonhar
aventurero aventureiro
aventar arejar
aventura aventura
aventajar avantajar
avental delante
avasallamiento avassalamento
avellano aveleira
avenida avenida
avenimiento acontecimento
avena aveia
ave ave
avellana avelã
avasallar avassalar
avaricia avareza
avaro avarento
avasallador avassalador
avariento avarento
avante avante
avanzar avançar
avaluar avaliar
avana sabañón
audácia audácia
austro austro
autora actriz
autómata autômato
aval aval
avalancha avalanche
avaliar evangelio
auxiliar auxiliar
auxilio auxílio
ava haber
autónomo autônomo
auténtico autêntico
autóctono autóctone
autógrafo autógrafo
autócrata autocrata
autorización autorização
autostopista caronista
autárquico autárquico
autorizar autorizar
autoridad autoridade
autobiográfico autobiográfico
autodidacta autodidata
automóvil automóvel
autopista autopista
autopsia autópsia
autonomía autonomia
automatizar automatizar
automático automático
autogiro helicóptero
autocracia autocracia
autocrítica autocrítica
autocar ônibus
autenticidad autenticidade
auto auto
autobiografia autobiografia
autentificar autenticar
autenticación autenticação
autenticar autenticar
autarquía autarquia
ausível playa
auricular auricular
auscultar auscultar
auspicio auspício
austero austero
austral austral
austeridad austeridade
ausente ausente
auspiciar auspiciar
ausencia ausência
aurícula aurícula
aurífero aurífero
aurora aurora
aun até
aura aura
aureola auréola
aurela orina
aunque porém
auna saurio
aullar uivar
aumentar aumentar
aumento aumento
aullido uivo
augurar augurar
augurio augúrio
auge auge
audável salutación
atual actualidad
atómico atômico
audición audição
auditivo auditivo
auditoria auditoria
auditorio auditório
auditor auditor
audio áudio
audiovisual audiovisual
audiencia audiência
atún atum
audaz audaz
audação salva
atóxico atóxico
atônico plausible
aturdimiento aturdimento
até hastío
atélite sátira
atípico atípico
atírico satirizar
atéia platillo
atável intrépido
atânico satélite
aturdir aturdir
atuar acuarela
aturação saturar
aturdido aturdido
aturar sauna
atualizar actuar
atualização actualizar
atualidade actualización
atravesar atravessar
atributo atributo
atropellado atropelado
atropello atropelo
atrás atrás
atroz atroz
atropellar atropelar
atriz actual
atrofia atrofia
atrofiar atrofiar
atrocidad atrocidade
atrincherar ntrincheirar
atrio átrio
atrición atrição
atribución atribuição
atribular atribular
atribuir atribuir
atrevimiento atrevimento
atrayente atraente
ato actor
atractivo atrativo
atrapar apanhar
atrasar atrasar
atraso atraso
atrasado retardar
atrancar ancar
atraer atrair
ator actora
atracadero atracadouro
atracción atração
atormentar atormentar
atollar atolar
atontar aturdir
atolladero atoleiro
atizar atiçar
atlántico atlântico
atlético atlético
atmosférico atmosférico
atleta atleta
atletismo atletismo
atlas atlas
ativista activo
ativo acto
atividade activista
ativar actividad
armadura armamento
arábico arado
asignar destinar
astrólogo astrólogo
ataque ataque
atenuar atenuar
atestiguar testemunhar
atinar atinar
atisbar spreitar
atisfazer satisfactorio
atisfação satisfacer
atisfatório saturación
atirar tiritar
atirizar sátiro
atirador tiraje
ateísmo ateísmo
atilha jazmín
aterrizar aterrissar
atesorar ntesourar
atestar atestar
aterrorizar aterrorizar
aterciopelado aveludado
aterrizaje aterragem
ateo ateu
atemperar temperar
atentado atentado
atenuación atenuação
atenuante atenuante
atento atento
atención atenção
atender atender
atenazar atenazar
ataviar ataviar
ataúd ataúde
atemorizar atemorizar
atavío adorno
atardecer ntardecer
atarear atarefar
atar anulación
aséptico asséptico
atafago aturdimento
atajo atalho
atalaya atalaia
atanás satánico
atajar atalhar
ataforma plátano
ata actitud
atacar atacar
así assim
asunción assunção
asunto assunto
asustar assustar
astúcia astúcia
asumir assumir
astuto astuto
aspecto aspecto
astilla stilhaço
astrología astrologia
astronomía astronomia
astronómico astronômico
astronauta astronauta
astronave astronave
astrológico astrológico
astral astral
astringente adstringente
astro astro
astillero staleiro
astio haya
astillar stilhaçar
asqueroso asqueroso
assobiar silbato
asta haste
asteroide asteróide
astigmatismo astigmatismo
astado hastado
assombrar assombrar
assobio silenciar
assinar signatario
assinatura significación
assoalhar tímido
assinalar señalización
assento sillín
aspirar aspirar
aspirina aspirina
aspersión aspersão
aspiración aspiração
aspereza aspereza
asnada asnada
asomar assomar
aspa aspa
aspaviento spavento
aspargo espasmódico
asomo assomo
asonancia assonância
asombro assombro
asociar associar
asolar assolar
asociación associação
asociado associado
asno asno
asistencia assistência
asma asma
asmático asmático
asistir assistir
asiático asiático
asistente assistente
asimétrico assimétrico
asir agarrar
asimetría assimetria
asimilar assimilar
asilo asilo
asentar assentar
asesino assassino
asfaltar asfaltar
asiduidad assiduidade
asiento assento
asfixia asfixia
asfixiar asfixiar
asfalto asfalto
aseverar asseverar
asexual assexual
asesoría assessoria
asestar assestar
asesor assessor
asequible acessível
asesinar assassinar
asesinato assassinato
aserradero erraria
aserrar errar
aserción asserção
aseo asseio
asepsia assepsia
asentir assentir
asentimiento assentimento
ascensión ascensão
ascético ascético
asedio assédio
asentamiento assentamento
asegurar assegurar
asediar assediar
asecho cilada
asceta asceta
ascua brasa
asco asco
ascensor levador
ascenso ascensão
asalto assalto
ascendencia ascendência
ascender ascender
ascendente ascendente
asbesto asbesto
asamblea assembléia
asa asa
asaltar assaltar
asalariar assalariar
aríete arisco
as ás
arítimo mármol
aré mareado
arriar arriar
arte arte
articular articular
artículo artigo
artístico artístico
arzobispado arcebispado
arzobispo arcebispo
artífice artífice
artista artista
artritis artrite
artrosis artrose
arto hasta
artillero artilheiro
artillería artilharia
artificial artificial
artesano artesão
articulación articulação
artesanía artesanato
arteriosclerosis arteriosclerose
artero arteiro
arteria artéria
arterial arterial
artefacto artefato
arrollar nrolar
arrugar nrugar
arsenal arsenal
arsénico arsênico
arrullar arrulhar
arrullo arrulho
arruinar arruinar
arroz arroz
arrozal arrozal
arruda rudez
arroyo arroio
arroyuelo regato
arrostrar arrostar
arritmia arritmia
arrogante arrogante
arrojo arrojo
arrodillar ajoelhar(e)
arrogancia arrogância
arroba arroba
arriesgar arriscar
arrimar arrimar
arrista juez
arriero arrieiro
arriesgado arriscado
arribar arribar
arquipélago archivar
arranque arrasar
arregaçar arremeter
arrendar arrepentirse
arrestar prender
arremetida arrendamiento
arrendamento arrendar
arremeter arremetida
arrasto arrebatar
arrebatamento arrecife
arrebatar arrebato
arrebentar rever
arração narrador
arrastar arrastre
arrasar arrascar
arquivo arcilla
arraigar arrancada
arrancar arranque
arranhar arancelario
arrancada arrancar
arquês marranada
arraceno sartén
arquétipo arquitecto
arquitetônico arquitectura
arquivar archivo
arquiteto arquitectónico
arquitetura arraigar
aroma aromático
arpejo arpía
arqueologia arqueólogo
arqueólogo arquero
arquiduque archipiélago
arqueação arqueología
arqueiro arquetipo
arpão arqueo
aromático aromatizar
arpejar arpegio
aromatizar arpa
arminho armisticio
armário armería
arnês aro
aro aroma
arna sarraceno
armistício armonía
armota marqués
armaria armero
armeiro armiño
armento sarna
armar armario
armamento armar
apaziguar apadrinar
aquarelista acuario
arcabuz arcada
argumentação argumento
arinha hartar
arisco aristocracia
aritmético arlequín
armada armador
armador armadura
arlequim armada
ariz narración
aristocrata aritmética
aritmética aritmético
aristocracia aristócrata
ariposa mariquita
ariscada mariscal
ariscar marisco
arinho marioneta
arionete mariposa
arinheiro marino
aridança maridar
aridez árido
arido marihuana
arigudo nariz
aridar marido
argüir argumentación
argumento aria
ardoroso arduo
argarina margarita
argila arco
argola argonauta
argonauta argot
arginal maricón
argo sarmiento
argem marginal
argentino argolla
argento sargo
argaço sargento
arenoso arenque
argamassa argentino
argarida margen
arenque argamasa
arfim margarina
aremoto mareo
arenga arengar
arengar arenoso
arear maremoto
arechal mariscar
areado marear
arco arder
arder ardid
ardinha sargazo
ardor ardoroso
ardil ardiente
arcástico sarcófago
arcótico narcotizar
ardente ardilla
arcófago sardina
arcotráfico narigudo
arcotizar narcotráfico
arcano archiduque
archa marchar
archar marchitar
arcial marco
arcar marcha
arcasmo sarcástico
arcaico arcángel
arcanjo arcano
arcada arcaico
arabesco arábigo
aratona maravilla
arbitragem arbitrar
arbóreo. arbusto
arca arcabuz
arbitrar árbitro
arbusto arca
aravilhar maravilloso
aravilhoso marca
aravilha maravillar
arau sarcasmo
aranha arañar
arara guante
arasmo maratón
arar arbitraje
arado araña
aranda terremoto
arandela arar
arampo sarao
aracujá marasmo
aquietar aquilatar
aquisitivo adrede
aquário acuartelar
